sticker_id,chapter_id,chapter_title,chapter_slug,category,target_name,rarity,priority,search_hint,status
SL-01-013,01,Nace el Ciclón,nace-el-ciclon,fundacion,Padre Lorenzo Massa con San Lorenzo en Nace el Ciclón,legendaria,alta,San Lorenzo de Almagro Padre Lorenzo Massa con San Lorenzo en Nace el Ciclón Nace el Ciclón fundacion y primeros anos,planned
SL-01-014,01,Nace el Ciclón,nace-el-ciclon,fundacion,Retrato historico de Padre Lorenzo Massa en etapa azulgrana,rara,alta,San Lorenzo de Almagro Retrato historico de Padre Lorenzo Massa en etapa azulgrana Nace el Ciclón fundacion y primeros anos,planned
SL-01-015,01,Nace el Ciclón,nace-el-ciclon,fundacion,Padre Lorenzo Massa en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Padre Lorenzo Massa en partido representativo de San Lorenzo Nace el Ciclón fundacion y primeros anos,planned
SL-01-016,01,Nace el Ciclón,nace-el-ciclon,archivo_historico,Adolfo Res con San Lorenzo en Nace el Ciclón,rara,media,San Lorenzo de Almagro Adolfo Res con San Lorenzo en Nace el Ciclón Nace el Ciclón fundacion y primeros anos,planned
SL-01-017,01,Nace el Ciclón,nace-el-ciclon,archivo_historico,Retrato historico de Adolfo Res en etapa azulgrana,rara,media,San Lorenzo de Almagro Retrato historico de Adolfo Res en etapa azulgrana Nace el Ciclón fundacion y primeros anos,planned
SL-01-018,01,Nace el Ciclón,nace-el-ciclon,archivo_historico,Adolfo Res en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Adolfo Res en partido representativo de San Lorenzo Nace el Ciclón fundacion y primeros anos,planned
SL-01-019,01,Nace el Ciclón,nace-el-ciclon,fundacion,Federico Monti con San Lorenzo en Nace el Ciclón,rara,media,San Lorenzo de Almagro Federico Monti con San Lorenzo en Nace el Ciclón Nace el Ciclón fundacion y primeros anos,planned
SL-01-020,01,Nace el Ciclón,nace-el-ciclon,fundacion,Retrato historico de Federico Monti en etapa azulgrana,rara,media,San Lorenzo de Almagro Retrato historico de Federico Monti en etapa azulgrana Nace el Ciclón fundacion y primeros anos,planned
SL-01-021,01,Nace el Ciclón,nace-el-ciclon,fundacion,Federico Monti en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Federico Monti en partido representativo de San Lorenzo Nace el Ciclón fundacion y primeros anos,planned
SL-01-022,01,Nace el Ciclón,nace-el-ciclon,fundacion,Julio Lafuente con San Lorenzo en Nace el Ciclón,especial,media,San Lorenzo de Almagro Julio Lafuente con San Lorenzo en Nace el Ciclón Nace el Ciclón fundacion y primeros anos,planned
SL-01-023,01,Nace el Ciclón,nace-el-ciclon,fundacion,Retrato historico de Julio Lafuente en etapa azulgrana,especial,media,San Lorenzo de Almagro Retrato historico de Julio Lafuente en etapa azulgrana Nace el Ciclón fundacion y primeros anos,planned
SL-01-024,01,Nace el Ciclón,nace-el-ciclon,fundacion,Julio Lafuente en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Julio Lafuente en partido representativo de San Lorenzo Nace el Ciclón fundacion y primeros anos,planned
SL-01-025,01,Nace el Ciclón,nace-el-ciclon,fundacion,Arturo Allievi con San Lorenzo en Nace el Ciclón,especial,media,San Lorenzo de Almagro Arturo Allievi con San Lorenzo en Nace el Ciclón Nace el Ciclón fundacion y primeros anos,planned
SL-01-026,01,Nace el Ciclón,nace-el-ciclon,fundacion,Retrato historico de Arturo Allievi en etapa azulgrana,especial,media,San Lorenzo de Almagro Retrato historico de Arturo Allievi en etapa azulgrana Nace el Ciclón fundacion y primeros anos,planned
SL-01-027,01,Nace el Ciclón,nace-el-ciclon,fundacion,Arturo Allievi en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Arturo Allievi en partido representativo de San Lorenzo Nace el Ciclón fundacion y primeros anos,planned
SL-01-028,01,Nace el Ciclón,nace-el-ciclon,fundacion,Archivo historico de San Lorenzo sobre oratorio San Antonio,especial,media,San Lorenzo de Almagro Archivo historico de San Lorenzo sobre oratorio San Antonio Nace el Ciclón fundacion y primeros anos,planned
SL-01-029,01,Nace el Ciclón,nace-el-ciclon,fundacion,Postal azulgrana de oratorio San Antonio,especial,media,San Lorenzo de Almagro Postal azulgrana de oratorio San Antonio Nace el Ciclón fundacion y primeros anos,planned
SL-01-030,01,Nace el Ciclón,nace-el-ciclon,fundacion,Escena representativa de Nace el Ciclón: oratorio San Antonio,especial,media,San Lorenzo de Almagro Escena representativa de Nace el Ciclón: oratorio San Antonio Nace el Ciclón fundacion y primeros anos,planned
SL-02-001,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Vista exterior del Viejo Gasometro,epica,alta,San Lorenzo de Almagro Vista exterior del Viejo Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-002,02,El Viejo Gasómetro,el-viejo-gasometro,hinchada,Tribunas llenas del Viejo Gasometro,epica,alta,San Lorenzo de Almagro Tribunas llenas del Viejo Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-003,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Avenida La Plata y el Gasometro historico,rara,alta,San Lorenzo de Almagro Avenida La Plata y el Gasometro historico El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-004,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Postal historica del estadio de Boedo,rara,alta,San Lorenzo de Almagro Postal historica del estadio de Boedo El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-005,02,El Viejo Gasómetro,el-viejo-gasometro,hinchada,Hinchada azulgrana en el Viejo Gasometro,especial,alta,San Lorenzo de Almagro Hinchada azulgrana en el Viejo Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-006,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Cabeceras y populares del Viejo Gasometro,especial,media,San Lorenzo de Almagro Cabeceras y populares del Viejo Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-007,02,El Viejo Gasómetro,el-viejo-gasometro,partido,Ingreso de equipos al campo en el Viejo Gasometro,especial,media,San Lorenzo de Almagro Ingreso de equipos al campo en el Viejo Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-008,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Vista aerea del Gasometro de Avenida La Plata,rara,alta,San Lorenzo de Almagro Vista aerea del Gasometro de Avenida La Plata El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-009,02,El Viejo Gasómetro,el-viejo-gasometro,partido,Partido nocturno en el Viejo Gasometro,especial,media,San Lorenzo de Almagro Partido nocturno en el Viejo Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-010,02,El Viejo Gasómetro,el-viejo-gasometro,hinchada,Banderas y bombos en la tribuna azulgrana de Boedo,especial,media,San Lorenzo de Almagro Banderas y bombos en la tribuna azulgrana de Boedo El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-011,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Fachada historica del Viejo Gasometro,rara,alta,San Lorenzo de Almagro Fachada historica del Viejo Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-012,02,El Viejo Gasómetro,el-viejo-gasometro,archivo_historico,Archivo fotografico del Gasometro en dia de partido,especial,media,San Lorenzo de Almagro Archivo fotografico del Gasometro en dia de partido El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-013,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Viejo Gasometro con San Lorenzo en El Viejo Gasómetro,legendaria,alta,San Lorenzo de Almagro Viejo Gasometro con San Lorenzo en El Viejo Gasómetro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-014,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Retrato historico de Viejo Gasometro en etapa azulgrana,rara,alta,San Lorenzo de Almagro Retrato historico de Viejo Gasometro en etapa azulgrana El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-015,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Viejo Gasometro en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Viejo Gasometro en partido representativo de San Lorenzo El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-016,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Avenida La Plata con San Lorenzo en El Viejo Gasómetro,rara,alta,San Lorenzo de Almagro Avenida La Plata con San Lorenzo en El Viejo Gasómetro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-017,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Retrato historico de Avenida La Plata en etapa azulgrana,rara,alta,San Lorenzo de Almagro Retrato historico de Avenida La Plata en etapa azulgrana El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-018,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Avenida La Plata en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Avenida La Plata en partido representativo de San Lorenzo El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-019,02,El Viejo Gasómetro,el-viejo-gasometro,vuelta_boedo,Boedo con San Lorenzo en El Viejo Gasómetro,rara,media,San Lorenzo de Almagro Boedo con San Lorenzo en El Viejo Gasómetro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-020,02,El Viejo Gasómetro,el-viejo-gasometro,vuelta_boedo,Retrato historico de Boedo en etapa azulgrana,rara,media,San Lorenzo de Almagro Retrato historico de Boedo en etapa azulgrana El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-021,02,El Viejo Gasómetro,el-viejo-gasometro,vuelta_boedo,Boedo en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Boedo en partido representativo de San Lorenzo El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-022,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Archivo historico de San Lorenzo sobre tribunas historicas del Gasometro,especial,media,San Lorenzo de Almagro Archivo historico de San Lorenzo sobre tribunas historicas del Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-023,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Postal azulgrana de tribunas historicas del Gasometro,especial,media,San Lorenzo de Almagro Postal azulgrana de tribunas historicas del Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-024,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Escena representativa de El Viejo Gasómetro: tribunas historicas del Gasometro,especial,media,San Lorenzo de Almagro Escena representativa de El Viejo Gasómetro: tribunas historicas del Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-025,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Cobertura fotografica de San Lorenzo: tribunas historicas del Gasometro,especial,media,San Lorenzo de Almagro Cobertura fotografica de San Lorenzo: tribunas historicas del Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-026,02,El Viejo Gasómetro,el-viejo-gasometro,estadio,Registro de epoca del Ciclon sobre tribunas historicas del Gasometro,especial,media,San Lorenzo de Almagro Registro de epoca del Ciclon sobre tribunas historicas del Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-027,02,El Viejo Gasómetro,el-viejo-gasometro,hinchada,Archivo historico de San Lorenzo sobre hinchada azulgrana en Boedo,especial,media,San Lorenzo de Almagro Archivo historico de San Lorenzo sobre hinchada azulgrana en Boedo El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-028,02,El Viejo Gasómetro,el-viejo-gasometro,hinchada,Postal azulgrana de hinchada azulgrana en Boedo,especial,media,San Lorenzo de Almagro Postal azulgrana de hinchada azulgrana en Boedo El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-029,02,El Viejo Gasómetro,el-viejo-gasometro,hinchada,Escena representativa de El Viejo Gasómetro: hinchada azulgrana en Boedo,especial,media,San Lorenzo de Almagro Escena representativa de El Viejo Gasómetro: hinchada azulgrana en Boedo El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-030,02,El Viejo Gasómetro,el-viejo-gasometro,hinchada,Cobertura fotografica de San Lorenzo: hinchada azulgrana en Boedo,especial,media,San Lorenzo de Almagro Cobertura fotografica de San Lorenzo: hinchada azulgrana en Boedo El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-031,02,El Viejo Gasómetro,el-viejo-gasometro,hinchada,Registro de epoca del Ciclon sobre hinchada azulgrana en Boedo,especial,media,San Lorenzo de Almagro Registro de epoca del Ciclon sobre hinchada azulgrana en Boedo El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-032,02,El Viejo Gasómetro,el-viejo-gasometro,partido,Archivo historico de San Lorenzo sobre partidos clasicos en el Viejo Gasometro,especial,media,San Lorenzo de Almagro Archivo historico de San Lorenzo sobre partidos clasicos en el Viejo Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-033,02,El Viejo Gasómetro,el-viejo-gasometro,partido,Postal azulgrana de partidos clasicos en el Viejo Gasometro,especial,media,San Lorenzo de Almagro Postal azulgrana de partidos clasicos en el Viejo Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-034,02,El Viejo Gasómetro,el-viejo-gasometro,partido,Escena representativa de El Viejo Gasómetro: partidos clasicos en el Viejo Gasometro,especial,media,San Lorenzo de Almagro Escena representativa de El Viejo Gasómetro: partidos clasicos en el Viejo Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-02-035,02,El Viejo Gasómetro,el-viejo-gasometro,partido,Cobertura fotografica de San Lorenzo: partidos clasicos en el Viejo Gasometro,especial,media,San Lorenzo de Almagro Cobertura fotografica de San Lorenzo: partidos clasicos en el Viejo Gasometro El Viejo Gasómetro viejo gasometro y boedo,planned
SL-03-001,03,Primeras glorias,primeras-glorias,equipo,Primeros planteles campeones de San Lorenzo,epica,alta,San Lorenzo de Almagro Primeros planteles campeones de San Lorenzo Primeras glorias primeras glorias y consolidacion,planned
SL-03-002,03,Primeras glorias,primeras-glorias,festejo,Imagen de celebracion de una primera gloria azulgrana,rara,alta,San Lorenzo de Almagro Imagen de celebracion de una primera gloria azulgrana Primeras glorias primeras glorias y consolidacion,planned
SL-03-003,03,Primeras glorias,primeras-glorias,equipo,Formacion historica de San Lorenzo en sus primeros titulos,rara,alta,San Lorenzo de Almagro Formacion historica de San Lorenzo en sus primeros titulos Primeras glorias primeras glorias y consolidacion,planned
SL-03-004,03,Primeras glorias,primeras-glorias,campeonato,Capitan azulgrana levantando trofeo en las primeras glorias,rara,alta,San Lorenzo de Almagro Capitan azulgrana levantando trofeo en las primeras glorias Primeras glorias primeras glorias y consolidacion,planned
SL-03-005,03,Primeras glorias,primeras-glorias,camiseta,Camiseta historica de San Lorenzo en era de primeras glorias,especial,media,San Lorenzo de Almagro Camiseta historica de San Lorenzo en era de primeras glorias Primeras glorias primeras glorias y consolidacion,planned
SL-03-006,03,Primeras glorias,primeras-glorias,hinchada,Hinchada celebrando una conquista temprana,especial,media,San Lorenzo de Almagro Hinchada celebrando una conquista temprana Primeras glorias primeras glorias y consolidacion,planned
SL-03-007,03,Primeras glorias,primeras-glorias,archivo_historico,Recorte periodistico de una primera gloria de San Lorenzo,especial,media,San Lorenzo de Almagro Recorte periodistico de una primera gloria de San Lorenzo Primeras glorias primeras glorias y consolidacion,planned
SL-03-008,03,Primeras glorias,primeras-glorias,equipo,Plantel azulgrana de epoca en foto oficial,especial,media,San Lorenzo de Almagro Plantel azulgrana de epoca en foto oficial Primeras glorias primeras glorias y consolidacion,planned
SL-03-009,03,Primeras glorias,primeras-glorias,partido,Partido clave de las primeras glorias azulgranas,rara,alta,San Lorenzo de Almagro Partido clave de las primeras glorias azulgranas Primeras glorias primeras glorias y consolidacion,planned
SL-03-010,03,Primeras glorias,primeras-glorias,campeonato,Trofeo historico asociado a primeras glorias,rara,alta,San Lorenzo de Almagro Trofeo historico asociado a primeras glorias Primeras glorias primeras glorias y consolidacion,planned
SL-03-011,03,Primeras glorias,primeras-glorias,festejo,Archivo grafico de festejos tempranos de San Lorenzo,especial,media,San Lorenzo de Almagro Archivo grafico de festejos tempranos de San Lorenzo Primeras glorias primeras glorias y consolidacion,planned
SL-03-012,03,Primeras glorias,primeras-glorias,archivo_historico,Postal azulgrana de consolidacion en Primera Division,especial,media,San Lorenzo de Almagro Postal azulgrana de consolidacion en Primera Division Primeras glorias primeras glorias y consolidacion,planned
SL-03-013,03,Primeras glorias,primeras-glorias,jugador,Rene Pontoni con San Lorenzo en Primeras glorias,legendaria,alta,San Lorenzo de Almagro Rene Pontoni con San Lorenzo en Primeras glorias Primeras glorias primeras glorias y consolidacion,planned
SL-03-014,03,Primeras glorias,primeras-glorias,jugador,Retrato historico de Rene Pontoni en etapa azulgrana,rara,alta,San Lorenzo de Almagro Retrato historico de Rene Pontoni en etapa azulgrana Primeras glorias primeras glorias y consolidacion,planned
SL-03-015,03,Primeras glorias,primeras-glorias,partido,Rene Pontoni en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Rene Pontoni en partido representativo de San Lorenzo Primeras glorias primeras glorias y consolidacion,planned
SL-03-016,03,Primeras glorias,primeras-glorias,jugador,Armando Farro con San Lorenzo en Primeras glorias,rara,media,San Lorenzo de Almagro Armando Farro con San Lorenzo en Primeras glorias Primeras glorias primeras glorias y consolidacion,planned
SL-03-017,03,Primeras glorias,primeras-glorias,jugador,Retrato historico de Armando Farro en etapa azulgrana,rara,media,San Lorenzo de Almagro Retrato historico de Armando Farro en etapa azulgrana Primeras glorias primeras glorias y consolidacion,planned
SL-03-018,03,Primeras glorias,primeras-glorias,partido,Armando Farro en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Armando Farro en partido representativo de San Lorenzo Primeras glorias primeras glorias y consolidacion,planned
SL-03-019,03,Primeras glorias,primeras-glorias,jugador,Rinaldo Martino con San Lorenzo en Primeras glorias,rara,media,San Lorenzo de Almagro Rinaldo Martino con San Lorenzo en Primeras glorias Primeras glorias primeras glorias y consolidacion,planned
SL-03-020,03,Primeras glorias,primeras-glorias,jugador,Retrato historico de Rinaldo Martino en etapa azulgrana,rara,media,San Lorenzo de Almagro Retrato historico de Rinaldo Martino en etapa azulgrana Primeras glorias primeras glorias y consolidacion,planned
SL-03-021,03,Primeras glorias,primeras-glorias,partido,Rinaldo Martino en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Rinaldo Martino en partido representativo de San Lorenzo Primeras glorias primeras glorias y consolidacion,planned
SL-03-022,03,Primeras glorias,primeras-glorias,jugador,Tucho Mendez con San Lorenzo en Primeras glorias,rara,media,San Lorenzo de Almagro Tucho Mendez con San Lorenzo en Primeras glorias Primeras glorias primeras glorias y consolidacion,planned
SL-03-023,03,Primeras glorias,primeras-glorias,jugador,Retrato historico de Tucho Mendez en etapa azulgrana,rara,media,San Lorenzo de Almagro Retrato historico de Tucho Mendez en etapa azulgrana Primeras glorias primeras glorias y consolidacion,planned
SL-03-024,03,Primeras glorias,primeras-glorias,partido,Tucho Mendez en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Tucho Mendez en partido representativo de San Lorenzo Primeras glorias primeras glorias y consolidacion,planned
SL-03-025,03,Primeras glorias,primeras-glorias,jugador,Blazina con San Lorenzo en Primeras glorias,especial,media,San Lorenzo de Almagro Blazina con San Lorenzo en Primeras glorias Primeras glorias primeras glorias y consolidacion,planned
SL-03-026,03,Primeras glorias,primeras-glorias,jugador,Retrato historico de Blazina en etapa azulgrana,especial,media,San Lorenzo de Almagro Retrato historico de Blazina en etapa azulgrana Primeras glorias primeras glorias y consolidacion,planned
SL-03-027,03,Primeras glorias,primeras-glorias,partido,Blazina en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Blazina en partido representativo de San Lorenzo Primeras glorias primeras glorias y consolidacion,planned
SL-03-028,03,Primeras glorias,primeras-glorias,jugador,Archivo historico de San Lorenzo sobre dupla ofensiva historica,especial,media,San Lorenzo de Almagro Archivo historico de San Lorenzo sobre dupla ofensiva historica Primeras glorias primeras glorias y consolidacion,planned
SL-03-029,03,Primeras glorias,primeras-glorias,jugador,Postal azulgrana de dupla ofensiva historica,especial,media,San Lorenzo de Almagro Postal azulgrana de dupla ofensiva historica Primeras glorias primeras glorias y consolidacion,planned
SL-03-030,03,Primeras glorias,primeras-glorias,jugador,Escena representativa de Primeras glorias: dupla ofensiva historica,especial,media,San Lorenzo de Almagro Escena representativa de Primeras glorias: dupla ofensiva historica Primeras glorias primeras glorias y consolidacion,planned
SL-03-031,03,Primeras glorias,primeras-glorias,jugador,Cobertura fotografica de San Lorenzo: dupla ofensiva historica,especial,media,San Lorenzo de Almagro Cobertura fotografica de San Lorenzo: dupla ofensiva historica Primeras glorias primeras glorias y consolidacion,planned
SL-03-032,03,Primeras glorias,primeras-glorias,jugador,Registro de epoca del Ciclon sobre dupla ofensiva historica,especial,media,San Lorenzo de Almagro Registro de epoca del Ciclon sobre dupla ofensiva historica Primeras glorias primeras glorias y consolidacion,planned
SL-03-033,03,Primeras glorias,primeras-glorias,festejo,Archivo historico de San Lorenzo sobre festejos de titulos tempranos,especial,media,San Lorenzo de Almagro Archivo historico de San Lorenzo sobre festejos de titulos tempranos Primeras glorias primeras glorias y consolidacion,planned
SL-03-034,03,Primeras glorias,primeras-glorias,festejo,Postal azulgrana de festejos de titulos tempranos,especial,media,San Lorenzo de Almagro Postal azulgrana de festejos de titulos tempranos Primeras glorias primeras glorias y consolidacion,planned
SL-03-035,03,Primeras glorias,primeras-glorias,festejo,Escena representativa de Primeras glorias: festejos de titulos tempranos,especial,media,San Lorenzo de Almagro Escena representativa de Primeras glorias: festejos de titulos tempranos Primeras glorias primeras glorias y consolidacion,planned
SL-04-001,04,La Santísima Trinidad,la-santisima-trinidad,equipo,La Santisima Trinidad ofensiva de San Lorenzo,epica,alta,San Lorenzo de Almagro La Santisima Trinidad ofensiva de San Lorenzo La Santísima Trinidad la santisima trinidad,planned
SL-04-002,04,La Santísima Trinidad,la-santisima-trinidad,equipo,Silueta clasica de Martino Pontoni Farro,legendaria,alta,San Lorenzo de Almagro Silueta clasica de Martino Pontoni Farro La Santísima Trinidad la santisima trinidad,planned
SL-04-003,04,La Santísima Trinidad,la-santisima-trinidad,jugador,Rene Pontoni en accion con San Lorenzo,epica,alta,San Lorenzo de Almagro Rene Pontoni en accion con San Lorenzo La Santísima Trinidad la santisima trinidad,planned
SL-04-004,04,La Santísima Trinidad,la-santisima-trinidad,jugador,Rinaldo Martino en jugada ofensiva azulgrana,rara,alta,San Lorenzo de Almagro Rinaldo Martino en jugada ofensiva azulgrana La Santísima Trinidad la santisima trinidad,planned
SL-04-005,04,La Santísima Trinidad,la-santisima-trinidad,jugador,Armando Farro en ataque del Ciclon,rara,alta,San Lorenzo de Almagro Armando Farro en ataque del Ciclon La Santísima Trinidad la santisima trinidad,planned
SL-04-006,04,La Santísima Trinidad,la-santisima-trinidad,equipo,Formacion de San Lorenzo con la Santisima Trinidad,rara,alta,San Lorenzo de Almagro Formacion de San Lorenzo con la Santisima Trinidad La Santísima Trinidad la santisima trinidad,planned
SL-04-007,04,La Santísima Trinidad,la-santisima-trinidad,gol,Festejo de gol de la delantera legendaria,rara,media,San Lorenzo de Almagro Festejo de gol de la delantera legendaria La Santísima Trinidad la santisima trinidad,planned
SL-04-008,04,La Santísima Trinidad,la-santisima-trinidad,idolo,Retrato historico de Rene Pontoni,epica,alta,San Lorenzo de Almagro Retrato historico de Rene Pontoni La Santísima Trinidad la santisima trinidad,planned
SL-04-009,04,La Santísima Trinidad,la-santisima-trinidad,partido,Archivo de partido con la Santisima Trinidad en cancha,especial,media,San Lorenzo de Almagro Archivo de partido con la Santisima Trinidad en cancha La Santísima Trinidad la santisima trinidad,planned
SL-04-010,04,La Santísima Trinidad,la-santisima-trinidad,archivo_historico,Recorte periodistico sobre la delantera azulgrana,especial,media,San Lorenzo de Almagro Recorte periodistico sobre la delantera azulgrana La Santísima Trinidad la santisima trinidad,planned
SL-04-011,04,La Santísima Trinidad,la-santisima-trinidad,idolo,Rene Pontoni con San Lorenzo en La Santísima Trinidad,legendaria,alta,San Lorenzo de Almagro Rene Pontoni con San Lorenzo en La Santísima Trinidad La Santísima Trinidad la santisima trinidad,planned
SL-04-012,04,La Santísima Trinidad,la-santisima-trinidad,idolo,Retrato historico de Rene Pontoni en etapa azulgrana,rara,alta,San Lorenzo de Almagro Retrato historico de Rene Pontoni en etapa azulgrana La Santísima Trinidad la santisima trinidad,planned
SL-04-013,04,La Santísima Trinidad,la-santisima-trinidad,partido,Rene Pontoni en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Rene Pontoni en partido representativo de San Lorenzo La Santísima Trinidad la santisima trinidad,planned
SL-04-014,04,La Santísima Trinidad,la-santisima-trinidad,idolo,Rinaldo Martino con San Lorenzo en La Santísima Trinidad,epica,alta,San Lorenzo de Almagro Rinaldo Martino con San Lorenzo en La Santísima Trinidad La Santísima Trinidad la santisima trinidad,planned
