query_id,sticker_id,chapter_id,chapter_title,chapter_slug,target_name,category,query,provider,status
Q-SL-01-003-01,SL-01-003,01,Nace el Ciclón,nace-el-ciclon,Primer escudo historico de San Lorenzo,archivo_historico,San Lorenzo de Almagro Primer escudo historico de San Lorenzo Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-003-02,SL-01-003,01,Nace el Ciclón,nace-el-ciclon,Primer escudo historico de San Lorenzo,archivo_historico,San Lorenzo de Almagro Primer escudo historico de San Lorenzo Nace el Ciclón foto,pending,pending
Q-SL-01-003-03,SL-01-003,01,Nace el Ciclón,nace-el-ciclon,Primer escudo historico de San Lorenzo,archivo_historico,San Lorenzo Primer escudo historico de San Lorenzo foto imagen,pending,pending
Q-SL-01-003-04,SL-01-003,01,Nace el Ciclón,nace-el-ciclon,Primer escudo historico de San Lorenzo,archivo_historico,San Lorenzo Nace el Ciclón Primer escudo historico de San Lorenzo archivo historico,pending,pending
Q-SL-01-003-05,SL-01-003,01,Nace el Ciclón,nace-el-ciclon,Primer escudo historico de San Lorenzo,archivo_historico,San Lorenzo Primer escudo historico de San Lorenzo San Lorenzo imagen,pending,pending
Q-SL-01-004-01,SL-01-004,01,Nace el Ciclón,nace-el-ciclon,Primer equipo representativo de San Lorenzo,equipo,San Lorenzo de Almagro Primer equipo representativo de San Lorenzo Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-004-02,SL-01-004,01,Nace el Ciclón,nace-el-ciclon,Primer equipo representativo de San Lorenzo,equipo,San Lorenzo de Almagro Primer equipo representativo de San Lorenzo Nace el Ciclón foto,pending,pending
Q-SL-01-004-03,SL-01-004,01,Nace el Ciclón,nace-el-ciclon,Primer equipo representativo de San Lorenzo,equipo,San Lorenzo Primer equipo representativo de San Lorenzo plantel formacion,pending,pending
Q-SL-01-004-04,SL-01-004,01,Nace el Ciclón,nace-el-ciclon,Primer equipo representativo de San Lorenzo,equipo,San Lorenzo Nace el Ciclón Primer equipo representativo de San Lorenzo campeon,pending,pending
Q-SL-01-004-05,SL-01-004,01,Nace el Ciclón,nace-el-ciclon,Primer equipo representativo de San Lorenzo,equipo,San Lorenzo Primer equipo representativo de San Lorenzo foto imagen,pending,pending
Q-SL-01-005-01,SL-01-005,01,Nace el Ciclón,nace-el-ciclon,Primeras camisetas azulgranas del club,camiseta,San Lorenzo de Almagro Primeras camisetas azulgranas del club Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-005-02,SL-01-005,01,Nace el Ciclón,nace-el-ciclon,Primeras camisetas azulgranas del club,camiseta,San Lorenzo de Almagro Primeras camisetas azulgranas del club Nace el Ciclón foto,pending,pending
Q-SL-01-005-03,SL-01-005,01,Nace el Ciclón,nace-el-ciclon,Primeras camisetas azulgranas del club,camiseta,San Lorenzo Primeras camisetas azulgranas del club camiseta casaca,pending,pending
Q-SL-01-005-04,SL-01-005,01,Nace el Ciclón,nace-el-ciclon,Primeras camisetas azulgranas del club,camiseta,San Lorenzo Nace el Ciclón Primeras camisetas azulgranas del club indumentaria,pending,pending
Q-SL-01-005-05,SL-01-005,01,Nace el Ciclón,nace-el-ciclon,Primeras camisetas azulgranas del club,camiseta,San Lorenzo Primeras camisetas azulgranas del club archivo historico imagen,pending,pending
Q-SL-01-006-01,SL-01-006,01,Nace el Ciclón,nace-el-ciclon,Boedo y Almagro en los inicios azulgranas,archivo_historico,San Lorenzo de Almagro Boedo y Almagro en los inicios azulgranas Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-006-02,SL-01-006,01,Nace el Ciclón,nace-el-ciclon,Boedo y Almagro en los inicios azulgranas,archivo_historico,San Lorenzo de Almagro Boedo y Almagro en los inicios azulgranas Nace el Ciclón foto,pending,pending
Q-SL-01-006-03,SL-01-006,01,Nace el Ciclón,nace-el-ciclon,Boedo y Almagro en los inicios azulgranas,archivo_historico,San Lorenzo Boedo y Almagro en los inicios azulgranas foto imagen,pending,pending
Q-SL-01-006-04,SL-01-006,01,Nace el Ciclón,nace-el-ciclon,Boedo y Almagro en los inicios azulgranas,archivo_historico,San Lorenzo Nace el Ciclón Boedo y Almagro en los inicios azulgranas archivo historico,pending,pending
Q-SL-01-006-05,SL-01-006,01,Nace el Ciclón,nace-el-ciclon,Boedo y Almagro en los inicios azulgranas,archivo_historico,San Lorenzo Boedo y Almagro en los inicios azulgranas San Lorenzo imagen,pending,pending
Q-SL-01-007-01,SL-01-007,01,Nace el Ciclón,nace-el-ciclon,Retrato historico del Padre Lorenzo Massa,fundacion,San Lorenzo de Almagro Retrato historico del Padre Lorenzo Massa Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-007-02,SL-01-007,01,Nace el Ciclón,nace-el-ciclon,Retrato historico del Padre Lorenzo Massa,fundacion,San Lorenzo de Almagro Retrato historico del Padre Lorenzo Massa Nace el Ciclón foto,pending,pending
Q-SL-01-007-03,SL-01-007,01,Nace el Ciclón,nace-el-ciclon,Retrato historico del Padre Lorenzo Massa,fundacion,San Lorenzo Retrato historico del Padre Lorenzo Massa foto imagen,pending,pending
Q-SL-01-007-04,SL-01-007,01,Nace el Ciclón,nace-el-ciclon,Retrato historico del Padre Lorenzo Massa,fundacion,San Lorenzo Nace el Ciclón Retrato historico del Padre Lorenzo Massa archivo historico,pending,pending
Q-SL-01-007-05,SL-01-007,01,Nace el Ciclón,nace-el-ciclon,Retrato historico del Padre Lorenzo Massa,fundacion,San Lorenzo Retrato historico del Padre Lorenzo Massa San Lorenzo imagen,pending,pending
Q-SL-01-008-01,SL-01-008,01,Nace el Ciclón,nace-el-ciclon,Juventud fundadora de San Lorenzo en Oratorio San Antonio,fundacion,San Lorenzo de Almagro Juventud fundadora de San Lorenzo en Oratorio San Antonio Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-008-02,SL-01-008,01,Nace el Ciclón,nace-el-ciclon,Juventud fundadora de San Lorenzo en Oratorio San Antonio,fundacion,San Lorenzo de Almagro Juventud fundadora de San Lorenzo en Oratorio San Antonio Nace el Ciclón foto,pending,pending
Q-SL-01-008-03,SL-01-008,01,Nace el Ciclón,nace-el-ciclon,Juventud fundadora de San Lorenzo en Oratorio San Antonio,fundacion,San Lorenzo Juventud fundadora de San Lorenzo en Oratorio San Antonio foto imagen,pending,pending
Q-SL-01-008-04,SL-01-008,01,Nace el Ciclón,nace-el-ciclon,Juventud fundadora de San Lorenzo en Oratorio San Antonio,fundacion,San Lorenzo Nace el Ciclón Juventud fundadora de San Lorenzo en Oratorio San Antonio archivo historico,pending,pending
Q-SL-01-008-05,SL-01-008,01,Nace el Ciclón,nace-el-ciclon,Juventud fundadora de San Lorenzo en Oratorio San Antonio,fundacion,San Lorenzo Juventud fundadora de San Lorenzo en Oratorio San Antonio San Lorenzo imagen,pending,pending
Q-SL-01-009-01,SL-01-009,01,Nace el Ciclón,nace-el-ciclon,Documentos institucionales de la fundacion azulgrana,archivo_historico,San Lorenzo de Almagro Documentos institucionales de la fundacion azulgrana Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-009-02,SL-01-009,01,Nace el Ciclón,nace-el-ciclon,Documentos institucionales de la fundacion azulgrana,archivo_historico,San Lorenzo de Almagro Documentos institucionales de la fundacion azulgrana Nace el Ciclón foto,pending,pending
Q-SL-01-009-03,SL-01-009,01,Nace el Ciclón,nace-el-ciclon,Documentos institucionales de la fundacion azulgrana,archivo_historico,San Lorenzo Documentos institucionales de la fundacion azulgrana foto imagen,pending,pending
Q-SL-01-009-04,SL-01-009,01,Nace el Ciclón,nace-el-ciclon,Documentos institucionales de la fundacion azulgrana,archivo_historico,San Lorenzo Nace el Ciclón Documentos institucionales de la fundacion azulgrana archivo historico,pending,pending
Q-SL-01-009-05,SL-01-009,01,Nace el Ciclón,nace-el-ciclon,Documentos institucionales de la fundacion azulgrana,archivo_historico,San Lorenzo Documentos institucionales de la fundacion azulgrana San Lorenzo imagen,pending,pending
Q-SL-01-010-01,SL-01-010,01,Nace el Ciclón,nace-el-ciclon,Postal temprana de socios fundadores de San Lorenzo,fundacion,San Lorenzo de Almagro Postal temprana de socios fundadores de San Lorenzo Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-010-02,SL-01-010,01,Nace el Ciclón,nace-el-ciclon,Postal temprana de socios fundadores de San Lorenzo,fundacion,San Lorenzo de Almagro Postal temprana de socios fundadores de San Lorenzo Nace el Ciclón foto,pending,pending
Q-SL-01-010-03,SL-01-010,01,Nace el Ciclón,nace-el-ciclon,Postal temprana de socios fundadores de San Lorenzo,fundacion,San Lorenzo Postal temprana de socios fundadores de San Lorenzo foto imagen,pending,pending
Q-SL-01-010-04,SL-01-010,01,Nace el Ciclón,nace-el-ciclon,Postal temprana de socios fundadores de San Lorenzo,fundacion,San Lorenzo Nace el Ciclón Postal temprana de socios fundadores de San Lorenzo archivo historico,pending,pending
Q-SL-01-010-05,SL-01-010,01,Nace el Ciclón,nace-el-ciclon,Postal temprana de socios fundadores de San Lorenzo,fundacion,San Lorenzo Postal temprana de socios fundadores de San Lorenzo San Lorenzo imagen,pending,pending
Q-SL-01-011-01,SL-01-011,01,Nace el Ciclón,nace-el-ciclon,Primeras celebraciones barriales del club en Boedo,festejo,San Lorenzo de Almagro Primeras celebraciones barriales del club en Boedo Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-011-02,SL-01-011,01,Nace el Ciclón,nace-el-ciclon,Primeras celebraciones barriales del club en Boedo,festejo,San Lorenzo de Almagro Primeras celebraciones barriales del club en Boedo Nace el Ciclón foto,pending,pending
Q-SL-01-011-03,SL-01-011,01,Nace el Ciclón,nace-el-ciclon,Primeras celebraciones barriales del club en Boedo,festejo,San Lorenzo Primeras celebraciones barriales del club en Boedo foto imagen,pending,pending
Q-SL-01-011-04,SL-01-011,01,Nace el Ciclón,nace-el-ciclon,Primeras celebraciones barriales del club en Boedo,festejo,San Lorenzo Nace el Ciclón Primeras celebraciones barriales del club en Boedo archivo historico,pending,pending
Q-SL-01-011-05,SL-01-011,01,Nace el Ciclón,nace-el-ciclon,Primeras celebraciones barriales del club en Boedo,festejo,San Lorenzo Primeras celebraciones barriales del club en Boedo San Lorenzo imagen,pending,pending
Q-SL-01-012-01,SL-01-012,01,Nace el Ciclón,nace-el-ciclon,Imagen de archivo del nacimiento del Ciclon,archivo_historico,San Lorenzo de Almagro Imagen de archivo del nacimiento del Ciclon Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-012-02,SL-01-012,01,Nace el Ciclón,nace-el-ciclon,Imagen de archivo del nacimiento del Ciclon,archivo_historico,San Lorenzo de Almagro Imagen de archivo del nacimiento del Ciclon Nace el Ciclón foto,pending,pending
Q-SL-01-012-03,SL-01-012,01,Nace el Ciclón,nace-el-ciclon,Imagen de archivo del nacimiento del Ciclon,archivo_historico,San Lorenzo Imagen de archivo del nacimiento del Ciclon foto imagen,pending,pending
Q-SL-01-012-04,SL-01-012,01,Nace el Ciclón,nace-el-ciclon,Imagen de archivo del nacimiento del Ciclon,archivo_historico,San Lorenzo Nace el Ciclón Imagen de archivo del nacimiento del Ciclon archivo historico,pending,pending
Q-SL-01-012-05,SL-01-012,01,Nace el Ciclón,nace-el-ciclon,Imagen de archivo del nacimiento del Ciclon,archivo_historico,San Lorenzo Imagen de archivo del nacimiento del Ciclon San Lorenzo imagen,pending,pending
Q-SL-01-013-01,SL-01-013,01,Nace el Ciclón,nace-el-ciclon,Padre Lorenzo Massa con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo de Almagro Padre Lorenzo Massa con San Lorenzo en Nace el Ciclón Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-013-02,SL-01-013,01,Nace el Ciclón,nace-el-ciclon,Padre Lorenzo Massa con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo de Almagro Padre Lorenzo Massa con San Lorenzo en Nace el Ciclón Nace el Ciclón foto,pending,pending
Q-SL-01-013-03,SL-01-013,01,Nace el Ciclón,nace-el-ciclon,Padre Lorenzo Massa con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo Padre Lorenzo Massa con San Lorenzo en Nace el Ciclón foto imagen,pending,pending
Q-SL-01-013-04,SL-01-013,01,Nace el Ciclón,nace-el-ciclon,Padre Lorenzo Massa con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo Nace el Ciclón Padre Lorenzo Massa con San Lorenzo en Nace el Ciclón archivo historico,pending,pending
Q-SL-01-013-05,SL-01-013,01,Nace el Ciclón,nace-el-ciclon,Padre Lorenzo Massa con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo Padre Lorenzo Massa con San Lorenzo en Nace el Ciclón San Lorenzo imagen,pending,pending
Q-SL-01-014-01,SL-01-014,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Padre Lorenzo Massa en etapa azulgrana,fundacion,San Lorenzo de Almagro Retrato historico de Padre Lorenzo Massa en etapa azulgrana Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-014-02,SL-01-014,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Padre Lorenzo Massa en etapa azulgrana,fundacion,San Lorenzo de Almagro Retrato historico de Padre Lorenzo Massa en etapa azulgrana Nace el Ciclón foto,pending,pending
Q-SL-01-014-03,SL-01-014,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Padre Lorenzo Massa en etapa azulgrana,fundacion,San Lorenzo Retrato historico de Padre Lorenzo Massa en etapa azulgrana foto imagen,pending,pending
Q-SL-01-014-04,SL-01-014,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Padre Lorenzo Massa en etapa azulgrana,fundacion,San Lorenzo Nace el Ciclón Retrato historico de Padre Lorenzo Massa en etapa azulgrana archivo historico,pending,pending
Q-SL-01-014-05,SL-01-014,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Padre Lorenzo Massa en etapa azulgrana,fundacion,San Lorenzo Retrato historico de Padre Lorenzo Massa en etapa azulgrana San Lorenzo imagen,pending,pending
Q-SL-01-015-01,SL-01-015,01,Nace el Ciclón,nace-el-ciclon,Padre Lorenzo Massa en partido representativo de San Lorenzo,fundacion,San Lorenzo de Almagro Padre Lorenzo Massa en partido representativo de San Lorenzo Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-015-02,SL-01-015,01,Nace el Ciclón,nace-el-ciclon,Padre Lorenzo Massa en partido representativo de San Lorenzo,fundacion,San Lorenzo de Almagro Padre Lorenzo Massa en partido representativo de San Lorenzo Nace el Ciclón foto,pending,pending
Q-SL-01-015-03,SL-01-015,01,Nace el Ciclón,nace-el-ciclon,Padre Lorenzo Massa en partido representativo de San Lorenzo,fundacion,San Lorenzo Padre Lorenzo Massa en partido representativo de San Lorenzo foto imagen,pending,pending
Q-SL-01-015-04,SL-01-015,01,Nace el Ciclón,nace-el-ciclon,Padre Lorenzo Massa en partido representativo de San Lorenzo,fundacion,San Lorenzo Nace el Ciclón Padre Lorenzo Massa en partido representativo de San Lorenzo archivo historico,pending,pending
Q-SL-01-015-05,SL-01-015,01,Nace el Ciclón,nace-el-ciclon,Padre Lorenzo Massa en partido representativo de San Lorenzo,fundacion,San Lorenzo Padre Lorenzo Massa en partido representativo de San Lorenzo San Lorenzo imagen,pending,pending
Q-SL-01-016-01,SL-01-016,01,Nace el Ciclón,nace-el-ciclon,Adolfo Res con San Lorenzo en Nace el Ciclón,archivo_historico,San Lorenzo de Almagro Adolfo Res con San Lorenzo en Nace el Ciclón Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-016-02,SL-01-016,01,Nace el Ciclón,nace-el-ciclon,Adolfo Res con San Lorenzo en Nace el Ciclón,archivo_historico,San Lorenzo de Almagro Adolfo Res con San Lorenzo en Nace el Ciclón Nace el Ciclón foto,pending,pending
Q-SL-01-016-03,SL-01-016,01,Nace el Ciclón,nace-el-ciclon,Adolfo Res con San Lorenzo en Nace el Ciclón,archivo_historico,San Lorenzo Adolfo Res con San Lorenzo en Nace el Ciclón foto imagen,pending,pending
Q-SL-01-016-04,SL-01-016,01,Nace el Ciclón,nace-el-ciclon,Adolfo Res con San Lorenzo en Nace el Ciclón,archivo_historico,San Lorenzo Nace el Ciclón Adolfo Res con San Lorenzo en Nace el Ciclón archivo historico,pending,pending
Q-SL-01-016-05,SL-01-016,01,Nace el Ciclón,nace-el-ciclon,Adolfo Res con San Lorenzo en Nace el Ciclón,archivo_historico,San Lorenzo Adolfo Res con San Lorenzo en Nace el Ciclón San Lorenzo imagen,pending,pending
Q-SL-01-017-01,SL-01-017,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Adolfo Res en etapa azulgrana,archivo_historico,San Lorenzo de Almagro Retrato historico de Adolfo Res en etapa azulgrana Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-017-02,SL-01-017,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Adolfo Res en etapa azulgrana,archivo_historico,San Lorenzo de Almagro Retrato historico de Adolfo Res en etapa azulgrana Nace el Ciclón foto,pending,pending
Q-SL-01-017-03,SL-01-017,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Adolfo Res en etapa azulgrana,archivo_historico,San Lorenzo Retrato historico de Adolfo Res en etapa azulgrana foto imagen,pending,pending
Q-SL-01-017-04,SL-01-017,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Adolfo Res en etapa azulgrana,archivo_historico,San Lorenzo Nace el Ciclón Retrato historico de Adolfo Res en etapa azulgrana archivo historico,pending,pending
Q-SL-01-017-05,SL-01-017,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Adolfo Res en etapa azulgrana,archivo_historico,San Lorenzo Retrato historico de Adolfo Res en etapa azulgrana San Lorenzo imagen,pending,pending
Q-SL-01-018-01,SL-01-018,01,Nace el Ciclón,nace-el-ciclon,Adolfo Res en partido representativo de San Lorenzo,archivo_historico,San Lorenzo de Almagro Adolfo Res en partido representativo de San Lorenzo Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-018-02,SL-01-018,01,Nace el Ciclón,nace-el-ciclon,Adolfo Res en partido representativo de San Lorenzo,archivo_historico,San Lorenzo de Almagro Adolfo Res en partido representativo de San Lorenzo Nace el Ciclón foto,pending,pending
Q-SL-01-018-03,SL-01-018,01,Nace el Ciclón,nace-el-ciclon,Adolfo Res en partido representativo de San Lorenzo,archivo_historico,San Lorenzo Adolfo Res en partido representativo de San Lorenzo foto imagen,pending,pending
Q-SL-01-018-04,SL-01-018,01,Nace el Ciclón,nace-el-ciclon,Adolfo Res en partido representativo de San Lorenzo,archivo_historico,San Lorenzo Nace el Ciclón Adolfo Res en partido representativo de San Lorenzo archivo historico,pending,pending
Q-SL-01-018-05,SL-01-018,01,Nace el Ciclón,nace-el-ciclon,Adolfo Res en partido representativo de San Lorenzo,archivo_historico,San Lorenzo Adolfo Res en partido representativo de San Lorenzo San Lorenzo imagen,pending,pending
Q-SL-01-019-01,SL-01-019,01,Nace el Ciclón,nace-el-ciclon,Federico Monti con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo de Almagro Federico Monti con San Lorenzo en Nace el Ciclón Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-019-02,SL-01-019,01,Nace el Ciclón,nace-el-ciclon,Federico Monti con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo de Almagro Federico Monti con San Lorenzo en Nace el Ciclón Nace el Ciclón foto,pending,pending
Q-SL-01-019-03,SL-01-019,01,Nace el Ciclón,nace-el-ciclon,Federico Monti con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo Federico Monti con San Lorenzo en Nace el Ciclón foto imagen,pending,pending
Q-SL-01-019-04,SL-01-019,01,Nace el Ciclón,nace-el-ciclon,Federico Monti con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo Nace el Ciclón Federico Monti con San Lorenzo en Nace el Ciclón archivo historico,pending,pending
Q-SL-01-019-05,SL-01-019,01,Nace el Ciclón,nace-el-ciclon,Federico Monti con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo Federico Monti con San Lorenzo en Nace el Ciclón San Lorenzo imagen,pending,pending
Q-SL-01-020-01,SL-01-020,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Federico Monti en etapa azulgrana,fundacion,San Lorenzo de Almagro Retrato historico de Federico Monti en etapa azulgrana Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-020-02,SL-01-020,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Federico Monti en etapa azulgrana,fundacion,San Lorenzo de Almagro Retrato historico de Federico Monti en etapa azulgrana Nace el Ciclón foto,pending,pending
Q-SL-01-020-03,SL-01-020,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Federico Monti en etapa azulgrana,fundacion,San Lorenzo Retrato historico de Federico Monti en etapa azulgrana foto imagen,pending,pending
Q-SL-01-020-04,SL-01-020,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Federico Monti en etapa azulgrana,fundacion,San Lorenzo Nace el Ciclón Retrato historico de Federico Monti en etapa azulgrana archivo historico,pending,pending
Q-SL-01-020-05,SL-01-020,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Federico Monti en etapa azulgrana,fundacion,San Lorenzo Retrato historico de Federico Monti en etapa azulgrana San Lorenzo imagen,pending,pending
Q-SL-01-021-01,SL-01-021,01,Nace el Ciclón,nace-el-ciclon,Federico Monti en partido representativo de San Lorenzo,fundacion,San Lorenzo de Almagro Federico Monti en partido representativo de San Lorenzo Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-021-02,SL-01-021,01,Nace el Ciclón,nace-el-ciclon,Federico Monti en partido representativo de San Lorenzo,fundacion,San Lorenzo de Almagro Federico Monti en partido representativo de San Lorenzo Nace el Ciclón foto,pending,pending
Q-SL-01-021-03,SL-01-021,01,Nace el Ciclón,nace-el-ciclon,Federico Monti en partido representativo de San Lorenzo,fundacion,San Lorenzo Federico Monti en partido representativo de San Lorenzo foto imagen,pending,pending
Q-SL-01-021-04,SL-01-021,01,Nace el Ciclón,nace-el-ciclon,Federico Monti en partido representativo de San Lorenzo,fundacion,San Lorenzo Nace el Ciclón Federico Monti en partido representativo de San Lorenzo archivo historico,pending,pending
Q-SL-01-021-05,SL-01-021,01,Nace el Ciclón,nace-el-ciclon,Federico Monti en partido representativo de San Lorenzo,fundacion,San Lorenzo Federico Monti en partido representativo de San Lorenzo San Lorenzo imagen,pending,pending
Q-SL-01-022-01,SL-01-022,01,Nace el Ciclón,nace-el-ciclon,Julio Lafuente con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo de Almagro Julio Lafuente con San Lorenzo en Nace el Ciclón Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-022-02,SL-01-022,01,Nace el Ciclón,nace-el-ciclon,Julio Lafuente con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo de Almagro Julio Lafuente con San Lorenzo en Nace el Ciclón Nace el Ciclón foto,pending,pending
Q-SL-01-022-03,SL-01-022,01,Nace el Ciclón,nace-el-ciclon,Julio Lafuente con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo Julio Lafuente con San Lorenzo en Nace el Ciclón foto imagen,pending,pending
Q-SL-01-022-04,SL-01-022,01,Nace el Ciclón,nace-el-ciclon,Julio Lafuente con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo Nace el Ciclón Julio Lafuente con San Lorenzo en Nace el Ciclón archivo historico,pending,pending
Q-SL-01-022-05,SL-01-022,01,Nace el Ciclón,nace-el-ciclon,Julio Lafuente con San Lorenzo en Nace el Ciclón,fundacion,San Lorenzo Julio Lafuente con San Lorenzo en Nace el Ciclón San Lorenzo imagen,pending,pending
Q-SL-01-023-01,SL-01-023,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Julio Lafuente en etapa azulgrana,fundacion,San Lorenzo de Almagro Retrato historico de Julio Lafuente en etapa azulgrana Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-023-02,SL-01-023,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Julio Lafuente en etapa azulgrana,fundacion,San Lorenzo de Almagro Retrato historico de Julio Lafuente en etapa azulgrana Nace el Ciclón foto,pending,pending
Q-SL-01-023-03,SL-01-023,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Julio Lafuente en etapa azulgrana,fundacion,San Lorenzo Retrato historico de Julio Lafuente en etapa azulgrana foto imagen,pending,pending
Q-SL-01-023-04,SL-01-023,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Julio Lafuente en etapa azulgrana,fundacion,San Lorenzo Nace el Ciclón Retrato historico de Julio Lafuente en etapa azulgrana archivo historico,pending,pending
Q-SL-01-023-05,SL-01-023,01,Nace el Ciclón,nace-el-ciclon,Retrato historico de Julio Lafuente en etapa azulgrana,fundacion,San Lorenzo Retrato historico de Julio Lafuente en etapa azulgrana San Lorenzo imagen,pending,pending
Q-SL-01-024-01,SL-01-024,01,Nace el Ciclón,nace-el-ciclon,Julio Lafuente en partido representativo de San Lorenzo,fundacion,San Lorenzo de Almagro Julio Lafuente en partido representativo de San Lorenzo Nace el Ciclón fundacion y primeros anos,pending,pending
Q-SL-01-024-02,SL-01-024,01,Nace el Ciclón,nace-el-ciclon,Julio Lafuente en partido representativo de San Lorenzo,fundacion,San Lorenzo de Almagro Julio Lafuente en partido representativo de San Lorenzo Nace el Ciclón foto,pending,pending
